,topicTitle,commentID,datePost,content,links,img_link,blockquote,nbPostTopic,nbViewsTopic,topicId,datePostTopic,lastUpdateTopic,Year
11,Quel couple préférez-vous dans Red Queen ?,p18858585,2017-01-24,BLOCKQUOTEPareil pour moi....Je n'aime vraiment pas Cal et ses actions/manières de pensée et j'avais commencé le deuxième tome et comme je vois que mon couple (Mare/Maven) n'a pas vraiment de chance....j'ai arrêter de le lire. J'aurai été capable de le continuer si Cal aurait été moins présent dans le tome  .,[],"['./images/smilies/icon_e_biggrin.gif', './images/smilies/icon_e_sad.gif', './images/smilies/icon_cool.gif']","[""LizzieB a écrit\xa0:Tu n'es pas toute seule, je suis dans la team Maven-Mare moi aussi!  Je trouve qu'il y avait une belle chimie entre eux, alors qu'on ne sent aucune émotion entre Cal et Mare. Par contre, je ne crois pas que Mare et Maven vont revenir ensemble. Mare ne ferait certainement pas la même erreur deux fois. Ce coup de théâtre m'a absolument indignée parce que ça signifiait la fin de mon couple préféré.  J'ai été tellement déçue, que je ne suis pas certaine d'avoir envie de lire la suite...""]",24,24,249255,2016-09-07,2022-01-01,2017
12,Quel couple préférez-vous dans Red Queen ?,p18865325,2017-01-27,"J'ai aussi voté pour Cal et Mare. Honnêtement, j'aime... Non attendez... j'adore ces deux personnages. J'aime Mare et son mental, ses actions, sa façon de penser, de faire les choses. Tout. Je trouve que son pouvoir est assez original en plus. d'un autre côté, j'aime beaucoup le personnage de Cal. Il essaie de faire ce qui est bien, malgré quelques dérapages, je l'admets. Or il a été façonné de sorte à être un soldat d'élite; raison pour laquelle il peut, parfois, paraître froid voire sans sentiments. Mais je trouve qu'au contraire, il a bien évolué tout au long de ces 2 tomes...",[],[],[],24,24,249255,2016-09-07,2022-01-01,2017
13,Quel couple préférez-vous dans Red Queen ?,p18885155,2017-02-03,"Selon moi,y a QUE  Cal et Mare qui tiennent la route. Kilorn est un gros gamin insupportable et Maven...Oook j'avoue,au début ,j'étais a fond mais il a tout foutu en l'air   .Tant pis pour lui!Cal est le plus beau,le plus intelligent,le plus fort le plus gentil ,le plus ...ok j’arrête .",[],['./images/smilies/icon_mad.gif'],[],24,24,249255,2016-09-07,2022-01-01,2017
14,Quel couple préférez-vous dans Red Queen ?,p19075655,2017-03-26,"Très clairement Maven-Mare. Et j'y crois toujours après avoir lu les 3 tomes, c'est dire si je suis maso   Je trouve Cal sans profondeur aucune, d'une transparence à toute épreuve, et surtout je ne peux pas croire que les sentiments de Mare soient totalement réciproques ou sincères. Je vous l'ai dit, je suis entêtée   Même si on est mal parti, j'aimerais tellement que Maven devienne une sorte de Warner   D'autre part, y a un wiki sur The Red Queen version français qui est en cours de construction, si ça vous intéresse, les visiteurs comme les contributeurs sont les bienvenus   http://fr.red-queen-france.wikia.com/wi ... een_France  Par contre, faîtes bien attention, il y a sûrement des spoilers dans les fiches personnages, y compris sur le troisième tome, je ne voudrais pas vous gâcher vos lectures.",['http://fr.red-queen-france.wikia.com/wiki/Wiki_Red_Queen_France'],"['./images/smilies/icon_rolleyes.gif', './images/smilies/icon_lol.gif', './images/smilies/icon_e_biggrin.gif', './images/smilies/icon_e_wink.gif', './images/smilies/icon_exclaim.gif']",[],24,24,249255,2016-09-07,2022-01-01,2017
15,Quel couple préférez-vous dans Red Queen ?,p19075845,2017-03-26,"Entre Kilorn, Cal et Maven, je me HAIS d'aimer Maven Spoiler(je n'ai pas vu venir le ""renversement"" de situation au tome 01).Même s'il est mon personnage préféré, je préfère le couple Cal/Mare parce qu'ils vont finir ensemble.",[],[],[],24,24,249255,2016-09-07,2022-01-01,2017
16,Quel couple préférez-vous dans Red Queen ?,p19077165,2017-03-26,"Je suis sincerement a fond sur le couple Cal/Mare car Cal est brutal mais Mare l'est aussi ( ce qui ne me derange pas du tout car contrairement a la plupart, le comportement de Mare est tout a fait adapté selon moi dans le tome 2 vu tout ce qu'elle a vécu...) de plus je les trouve absolument parfait l'un pour l'autre et je sais que c'est un couple qui va faire beaucoup plus d'étincelles que Mare et Maven. Car ils ont tous les deux vécu les misères les plus horribles ensemble et en un sens ils se ressemblent...Comme les autres je me suis reçu un coup de massue énorme a la fin du tome 1, cela m'a reellement choquée, mais bon Maven est tellement mauvais que je ne pourrai jamais plus l'apprecier et que je le déteste surement plus que je l'ai aimé.Quant a Kilorn sincèrement il m'énerve a un point pas possible celui-la ( mais bon largement moins que Maven ), il se permet de critiquer Mare alors qu'il ne sait pas comment bien elle a souffert et limite il la discrédite totalement auprès des autres au lieu de la reconforter comme il le devrait... Elle qu'on devrait carrement vénérer ( bon j'abuse peut etre un peu ), il la trouve trop froide et meurtrière alors que si elle ne l'etait pas, Maven aurait surement fait beaucoup plus de dégats. Bref, Cal est mon chouchou.",[],[],[],24,24,249255,2016-09-07,2022-01-01,2017
17,Quel couple préférez-vous dans Red Queen ?,p19104375,2017-04-03,"Je déteste Maven. Voilà, c'est dit ! Sinon, au début je trouvais que Mare allait vachement bien avec Cal mais plus ça va, plus il me saoule celui-là, aussi ! Non, pour moi le meilleur couple c'est Mare/Kilorn. Il tient trop à elle, ça se voit, et il est drôle et mignon, quand même... Puis, on voit rarement dans les histoires l'héroïne finir avec son ami d'enfance. Bah ouais, quoi, ça change un peu !? ",[],['./images/smilies/icon_mrgreen.gif'],[],24,24,249255,2016-09-07,2022-01-01,2017
18,Quel couple préférez-vous dans Red Queen ?,p19443925,2017-06-17,"J'avoue que j'adore Cal depuis sa première apparition. Je trouve son histoire d'amour impossible avec Mare juste magnifique c'est totalement le genre d'histoire que j'adore et puis le personnage en lui-même a un charme je trouve . le prince héritier du trône d'un royaume argent amoureux d'une fille qui est censée être son inférieur.. Cal est trop naïf et beaucoup trop gentil. J'adore aussi Maven et sa personnalité son amour pervertis et malsain pour Mare donne vraiment du piment a l'histoire. Pour ce qui est de sa trahison je m'y attendais, c'était trop beau pour être vrai. Par contre je ne m'attendais pas a l'horrible scène de la mort de Tiberias VI. Avouez que même si vous n'appréciez pas Cal , ce qu'Elara le""force"" a faire est horrible.. Cette scène m'a boulversée tellement elle était ""intense"" . Pour ce qui est de Kilorn la aussi je m'y attendais le fait qu'il soit amoureux de Mare c'etait vachement prévisible Personnellement je préfère leur relations de ""meilleurs amis"" qui se protège l'un l'autre quitte a mourir plutôt qu'une histoire d'amour entre ces deux-là Bon faut que j'arrête parce que je pourrais parler de cette série pendant des heures ahah bref tout ça pour dire que Mare finissent avec Maven ou Cal m'importe peu même si j'ai une préférence pour Cal",[],[],[],24,24,249255,2016-09-07,2022-01-01,2017
19,Quel couple préférez-vous dans Red Queen ?,p20319205,2018-04-30,"J'ai voté pour Maven et Mare même si ce couple n'a plus aucune chance de revivre selon moi- s'il a vraiment existé au début-.J'ai préféré Maven et Mare ensemble parce qu'ils s'aimaient pour les bonnes raisons. Tout au long du premier tome, Maven aidait Mare à s'adapter à sa nouvelle vie à la cour et Cal aussi.Seulement, Maven avait ce que Cal n'avait pas au début : de la compassion et du respect pour les rouges, enfin j'exagère peut-être. Maven était le fils cadet auquel son père accordait moins d'attention tout comme Mare face à Gisa. Ces deux personnages partageaient de nombreux points communs et auraient pu devenir un très beau couple si Maven n'avait pas été un psychopathe.J'apprécie le couple Mare/Cal parce qu'ils se soutiennent et que j'avais compris dès le début qu'il se passerait quelque chose. Cependant, un gros détail me bloque: ce couple ne s'est construit que sur des sentiments négatifs. La haine et le besoin de vengeance contre Maven les a réunis alors que, pendant un moment, Cal dégoutait Mare à cause de son comportement face aux rouges. Il n'arrivait d'ailleurs pas à choisir entre le peuple qui l'avait rejeté et celui qu'il devait aidé.Nous avons eu droit à de nombreuses scènes adorables entre ce couple, certes, mais je ne l'aime pas autant que j'aurais pu le faire si leur amour était plus pur. Ceci est la raison pour laquelle je n'ai pas voté pour ce couple.Entre Kilorn et Mare, il ne se passera jamais rien. Elle ne l'aime pas comme ça et ne le fera jamais. En conclusion, j'ai choisi Mare et Maven parce qu'ensemble ils forment un bon duo. Ils n'auront pas d'avenir mais ils ont eu passé prometteur que j'ai préféré au présent du couple Cal/Mare.",[],[],[],24,24,249255,2016-09-07,2022-01-01,2018
20,Quel couple préférez-vous dans Red Queen ?,p20502835,2018-08-04,"Je me permets de faire un petit update après la lecture du T3 ! Bon bah Spoilervu ce qu'a fait Cal à la fin c'est encore plus mort de mon côté, je ne l'aime toujours pas ! Mais ça à le mérite de donner du piment à l'histoire ! Maven et Mare j'y crois toujours, si Mare reste avec Maven elle peut le faire redevenir bon puisqu'il est fou d'elle et qu'il l'écoutera !",[],[],[],24,24,249255,2016-09-07,2022-01-01,2018
21,Quel couple préférez-vous dans Red Queen ?,p20527775,2018-08-17,"Mare et Maven sans aucune hésitation. Et oui je sais Maven est le ''méchant'' mais je ne supporte pas Cal. De plus Mare semble plus se servir de Cal qu'avoir des vrai sentiments pour lui.Dans le premier tome je penchais déjà pour Maven alors je me suis pris toute une claque au dénoument final. Malgré tout je reste dans la team Maven. Après tout seul les sentiments qu'il a pour Mare lui permet d'encore resentir quelque chose vu tout le ravage que sa mère à fait à son esprit. De plus il est conscient du monstre que sa mère a fait de lui. Il aimerait ne pas être ce monstre, il aimerait encore resentir de l'amour pour son frère et son père mais sa mère lui a arraché cela.C'est pourquoi je crois que par amour pour Mare, même s'il n'utilise pas les bonne technique pour la reconquérir, (pauvre lui il ne connait pas autre chose) il pourrait se reprendre et réussir à remplir tout les trous que sa mère à laisser en lui.",[],[],[],24,24,249255,2016-09-07,2022-01-01,2018
22,Quel couple préférez-vous dans Red Queen ?,p20527905,2018-08-17,BLOCKQUOTEMais je suis tellement d'accord avec toi !! Seule l'amour Mare/Maven pourrait faire de Maven quelqu'un de bien !,[],[],"[""FaithAlice a écrit\xa0:Mare et Maven sans aucune hésitation. Et oui je sais Maven est le ''méchant'' mais je ne supporte pas Cal. De plus Mare semble plus se servir de Cal qu'avoir des vrai sentiments pour lui.\nDans le premier tome je penchais déjà pour Maven alors je me suis pris toute une claque au dénoument final. Malgré tout je reste dans la team Maven. Après tout seul les sentiments qu'il a pour Mare lui permet d'encore resentir quelque chose vu tout le ravage que sa mère à fait à son esprit. \nDe plus il est conscient du monstre que sa mère a fait de lui. Il aimerait ne pas être ce monstre, il aimerait encore resentir de l'amour pour son frère et son père mais sa mère lui a arraché cela.\nC'est pourquoi je crois que par amour pour Mare, même s'il n'utilise pas les bonne technique pour la reconquérir, (pauvre lui il ne connait pas autre chose) il pourrait se reprendre et réussir à remplir tout les trous que sa mère à laisser en lui.""]",24,24,249255,2016-09-07,2022-01-01,2018
23,Quel couple préférez-vous dans Red Queen ?,p21706389,2022-01-01,"Hello!Perso je suis team Cal    , Dès sa rencontre avec Mare je l'ai tout de suite bien aimé et je me suis tout de suite dit que ce serait lui le ""gars"" de l'histoire, j'ai été super déçu quand j'ai appris qu'elle allait devoir se marier avec Maven, et pire qu'elle l'aimait (bien)! A chaque fois qu'il y avait un moment ou Cal et Mare partageait quelque chose je sautais pratiquement de joie. J'ai jamais aimé Maven et je suis au tome 3 et je sais que je ne l'aimerai jamais. D'ailleurs  si Mare ne choisit pas Cal ou ne choisis personne je crois que je vais faire une dépression.Quant à Kilorn je pense qu'il n'y aura jamais rien entre eux de plus qu'une amitié solide (surtout qu'il m'énerve alors tant mieux)",[],['./images/smilies/icon_e_biggrin.gif'],[],24,24,249255,2016-09-07,2022-01-01,2022
24,Quels sont les romans dystopiques de 2020 ?,p21626260,2020-07-22,"Bonjour tout le monde, j'ai besoin de vous car je ne c'est plus quoi lire comme dystopie.",[],[],[],6,6,313963,2020-07-22,2020-07-24,2020
25,Quels sont les romans dystopiques de 2020 ?,p21626288,2020-07-23,"Ça dépend, tu aime quels genre de dystopies ? Les Young adultes tu aime bien ou tu préfère les '' classiques '' ? Et tu en as lu beaucoup ou pas ? Il faut absolument qu'elles soit récentes ou pas ?",[],[],[],6,6,313963,2020-07-22,2020-07-24,2020
26,Quels sont les romans dystopiques de 2020 ?,p21626334,2020-07-23,"J'aime les Young adultes, j'en est lu beaucoup et j'aimerais bien qu'elles soit récentes.",[],[],[],6,6,313963,2020-07-22,2020-07-24,2020
27,Quels sont les romans dystopiques de 2020 ?,p21626338,2020-07-23,"Bonjour ! As-tu lu la trilogie Hunger Games ? Si oui, un nouveau tome est sortie en mai 2020. Je ne sais pas si tu l’as lu mais peut-être que ça pourrait t’intéresser. Sinon, je peux te conseiller d’autre dystopie mais elles ne dateront pas de cette année...",[],[],[],6,6,313963,2020-07-22,2020-07-24,2020
28,Quels sont les romans dystopiques de 2020 ?,p21626361,2020-07-23,"Je vois que dans ta liste d'envies il y ""Les 100"" ça vaut le coup sauf peut-être si tu as vu la série TV car on s'éloigne vite de l'intrigue d'origine et on ne retrouve pas forcément les mêmes personnages (ceci dit moi j'ai bien aimé les 2!)Récemment j'ai apprécié Eve of Man et je conseille toujours de lire la Trilogie ""Partials"" qui m'a très agréablement surprise et dont on parle moins.",[],[],[],6,6,313963,2020-07-22,2020-07-24,2020
29,Quels sont les romans dystopiques de 2020 ?,p21626400,2020-07-23,Tu peux également jeter un œil aux listes Booknode   Il y en a plein sur les dystopies https://booknode.com/liste/dystopieshttps://booknode.com/liste/les-meilleures-dystopies,"['https://booknode.com/liste/dystopies', 'https://booknode.com/liste/les-meilleures-dystopies']",['./images/smilies/icon_e_smile.gif'],[],6,6,313963,2020-07-22,2020-07-24,2020
30,Quels sont les romans dystopiques de 2020 ?,p21626407,2020-07-24,Merci de tout vos conseil. Je crois que je vais lire Eve of Man et Partials.,[],[],[],6,6,313963,2020-07-22,2020-07-24,2020
31,Trilogie Toucan de Scott Cramer,p21633455,2020-09-01,"Bonjour,Un petit message pour vous annoncer que ma traduction du deuxième tome de la Trilogie Toucan par Scott Cramer est désormais disponible. « Colonie Est » présente la suite des aventures des enfants Leigh après qu'une épidémie ait tué tous les adultes et ados post-pubère (dans le premier volume, « La nuit de la lune pourpre »). Un peu d'actualité donc...Voirhttps://booknode.com/la_nuit_de_la_lune ... e_03362680https://booknode.com/colonie_est_03362687Il semble que ces romans soient de plus en plus appréciés (notes Amazon de 4,4, 4,6 et 4,8...)Du coup, l'auteur et moi avons décidé de vendre la version papier du premier volume au prix coutant. Nous ne touchons pas un centime dessus (ce qui rend le prix en France encore plus dérangeant...). Mais je serais heureux d'envoyer gratuitement une version epub (sans DRM) à qui me le demande.Bonne lecture","['https://booknode.com/la_nuit_de_la_lune_pourpre_03362680', 'https://booknode.com/colonie_est_03362687']",[],[],0,0,314110,2020-09-01,2020-09-01,2020
32,Recherche dystopie psychologique,p21624792,2020-07-13,"Bonjour à tous,Pour commencer, j'ai été une très grande adepte des livres young adult, je lisais jusqu'à 3 livres de 300 pages par semaine... Puis j'ai arrêté, et j'aimerais actuellement recommencé à lire puisque c'est une des choses que j'aime le plus! Cependant, je ne trouve pas de livre qui puisse m'intéresser, je me tourne donc vers vous pour m'aider...  J'aimerais lire une romance dystopique mêlant psychologie, suspense, amour... Qui aborderait les grands thèmes de la vie sans tomber dans une histoire trop gnian-gnian! Merci de vos retours par avance ",[],"['./images/smilies/icon_e_biggrin.gif', './images/smilies/icon_e_smile.gif']",[],9,9,313937,2020-07-13,2020-09-14,2020
33,Recherche dystopie psychologique,p21624797,2020-07-13,"Bonjour  - The book of Ivy de Amy Angel. https://booknode.com/the_book_of_ivy_to ... y_01344683- Divergente de Veronica Roth. https://booknode.com/divergente_tome_1_096026-  Angelfall  de Susan Eehttps://booknode.com/angelfall_tome_1_p ... de_0669112 -  Elia, la passeuse dames  de Marie Vareille. https://booknode.com/elia_la_passeuse_d ... 1_01923075-  Marquer les ombres de Veronica Roth. https://booknode.com/marquer_les_ombres_tome_1_02105384-  Les ailes d'émeraude  d'Alexiane De Lyx. (Il n'est pas classé en dystopie, c'est du fantastique, ça se passe dans des endroits secrets sur terre...  ) https://booknode.com/les_ailes_d_emerau ... 1_01350073-  Le secret de Lomé  d'Alexiane De Lyx.(Il n'est pas classé en dystopie mais en fantastique et ça se passe dans un autre monde et aussi sur terre...  ) https://booknode.com/serie/le-secret-de-lomeJ'espère t'avoir aidé !  ","['https://booknode.com/the_book_of_ivy_tome_1_the_book_of_ivy_01344683', 'https://booknode.com/divergente_tome_1_096026', 'https://booknode.com/angelfall_tome_1_penryn_et_la_fin_du_monde_0669112', 'https://booknode.com/elia_la_passeuse_d_ames_tome_1_01923075', 'https://booknode.com/marquer_les_ombres_tome_1_02105384', 'https://booknode.com/les_ailes_d_emeraude_tome_1_01350073', 'https://booknode.com/serie/le-secret-de-lome']","['./images/smilies/icon_e_biggrin.gif', './images/smilies/icon_e_wink.gif', './images/smilies/icon_e_wink.gif', './images/smilies/icon_e_biggrin.gif']",[],9,9,313937,2020-07-13,2020-09-14,2020
34,Recherche dystopie psychologique,p21624817,2020-07-13,"Bonjour, Je vous conseille vivement la série ""Insaisissable"" de Tahere Mafi. Ces livres mêlent à la perfection les thèmes que vous semblez rechercher. https://booknode.com/insaisissable_tome ... as_0110266Sinon, il y a aussi ""Les chroniques lunaires"" de Marissa Meyer. https://booknode.com/les_chroniques_lun ... er_0177652J'espère vous avoir aidé.","['https://booknode.com/insaisissable_tome_1_ne_me_touche_pas_0110266', 'https://booknode.com/les_chroniques_lunaires_tome_1_cinder_0177652']",[],[],9,9,313937,2020-07-13,2020-09-14,2020
35,Recherche dystopie psychologique,p21624824,2020-07-14,"Hello,On peut continuer sur Marissa Meyer avec sa deuxième série Le gang des prodiges, les personnages ont une psychologie fouillée, la notion de bien/mal est bien exploitée et il y a une romance pas gnagnan du tout. Puis, le Joyau de Amy Ewing est une perle dans le genre. Ensuite, In real life de Maiwenn Alix pourrait t'intéresser même s'il est ""moins psychologique que les deux autres"", le rapport aux rêves et aux émotions reste intéressant.Par contre, il n'y a pas vraiment de livres dystopiques dans ta bibliothèque ... Du coup, c'est difficile de conseiller un peu par rapport à tes précédentes expériences du genre  ",[],['./images/smilies/icon_redface.gif'],[],9,9,313937,2020-07-13,2020-09-14,2020
36,Recherche dystopie psychologique,p21624828,2020-07-14,Tu peux aussi essayer Winner. C'est pas une dystopie mais tous les autres aspects que tu cherches y sont ! Il y a aussi L'élite qui est une dystopie pour le coup.,"['https://booknode.com/winner_tome_1_the_curse_01076715', 'https://booknode.com/l_elite_tome_1_resilience_0923573']",[],[],9,9,313937,2020-07-13,2020-09-14,2020
37,Recherche dystopie psychologique,p21624837,2020-07-14,"Merci beaucoup de vos réponses, je vais regarder tout cela  ",[],['./images/smilies/icon_e_wink.gif'],[],9,9,313937,2020-07-13,2020-09-14,2020
38,Recherche dystopie psychologique,p21624840,2020-07-14,"BLOCKQUOTEOui, je suis désolée c'est car je lisais que de la new romance auparavant et j'aimerai sortir de cet univers pour plus aller dans de la dystopie...   Donc les livres que vous proposez sont une sorte d'introduction pour moi!! J'en ai un peu marre du schéma classique amoureux et j'aimerai aller dans quelque chose de plus complexe",[],"['./images/smilies/icon_redface.gif', './images/smilies/icon_e_biggrin.gif']","['Ocelline a écrit\xa0:Hello,\n\nOn peut continuer sur Marissa Meyer avec sa deuxième série Le gang des prodiges, les personnages ont une psychologie fouillée, la notion de bien/mal est bien exploitée et il y a une romance pas gnagnan du tout. \nPuis, le Joyau de Amy Ewing est une perle dans le genre. \nEnsuite, In real life de Maiwenn Alix pourrait t\'intéresser même s\'il est ""moins psychologique que les deux autres"", le rapport aux rêves et aux émotions reste intéressant.\n\nPar contre, il n\'y a pas vraiment de livres dystopiques dans ta bibliothèque ... Du coup, c\'est difficile de conseiller un peu par rapport à tes précédentes expériences du genre  ']",9,9,313937,2020-07-13,2020-09-14,2020
